RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
1,000000000026203,"Juan Perez",1062,1,00000000000005264,333900.57,"27R3AM3853"
5,000000000028836,"Pedro Herrera",1058,1,00000000000007700,825151.82,"CDXV731833"
2,000000000008990,"Ana Martinez",1063,2,00000000000001381,136866.13,"7NVZB21494"
4,000000000014508,"Ana Martinez",1060,2,00000000000012151,148220.62,"EI69Q50481"
5,000000000023616,"Maria Lopez",1061,2,00000000000016917,527610.75,"DQBLL49248"
5,000000000006313,"Carlos Gonzalez",1060,2,00000000000017343,393141.24,"21EDTM9487"
1,000000000017821,"Carlos Gonzalez",1059,1,00000000000020808,698890.03,"NGRQ998830"
2,000000000018373,"Carlos Gonzalez",1059,2,00000000000002124,681974.32,"Y2ARSP7064"
1,000000000032699,"Gabriela Ortiz",1059,1,00000000000004946,312120.99,"AJZGYO8352"
5,000000000012295,"Sofia Morales",1063,2,00000000000021414,309069.96,"H0OZV48550"
3,000000000027434,"Pedro Herrera",1062,1,00000000000029226,313261.05,"M48X171396"
3,000000000001832,"Luis Ramirez",1059,1,00000000000001470,220012.55,"USYKHC0162"
2,000000000002078,"Maria Lopez",1059,2,00000000000023397,944043.65,"OUKVC01302"
2,000000000022437,"Carlos Gonzalez",1061,1,00000000000029349,217515.90,"NYDX0Q5561"
5,000000000028364,"Gabriela Ortiz",1063,2,00000000000022874,317070.88,"YKAD8K2475"
4,000000000025885,"Ana Martinez",1062,1,00000000000029866,528266.35,"63ZWKC7901"
2,000000000022382,"Gabriela Ortiz",1061,2,00000000000024579,687575.64,"X4FL9J2802"
5,000000000005633,"Gabriela Ortiz",1059,2,00000000000005584,7336.37,"8QWCUM6442"
5,000000000022717,"Luis Ramirez",1063,2,00000000000022128,77945.55,"38Q9U56636"
4,000000000029485,"Gabriela Ortiz",1059,2,00000000000016453,460456.47,"PJKIXD2463"
4,000000000023011,"Juan Perez",1063,1,00000000000015255,407161.36,"C0L1ST3891"
5,000000000023513,"Carlos Gonzalez",1060,2,00000000000008098,989361.74,"S5AKXI4885"
4,000000000011412,"Sofia Morales",1062,2,00000000000008430,196816.19,"8KT2YV2065"
5,000000000030335,"Luis Ramirez",1060,1,00000000000012021,97466.01,"6SFRND2623"
3,000000000006988,"Maria Lopez",1061,2,00000000000027494,500881.63,"WTLZVL2048"
1,000000000015943,"Luis Ramirez",1060,1,00000000000019073,247996.07,"KMAREG2526"
2,000000000007904,"Sofia Morales",1060,1,00000000000031720,653401.88,"133K4Q7325"
5,000000000011726,"Sofia Morales",1061,2,00000000000028999,768406.74,"VFWM9H5923"
4,000000000002774,"Gabriela Ortiz",1058,2,00000000000025544,553179.38,"ZQ2UG05292"
1,000000000012697,"Gabriela Ortiz",1058,2,00000000000027839,457141.91,"ZHDXZB1804"
2,000000000019905,"Gabriela Ortiz",1062,2,00000000000017434,955199.73,"HD0RRU3500"
5,000000000012008,"Carlos Gonzalez",1063,2,00000000000017685,310779.13,"UH611B8908"
4,000000000029379,"Luis Ramirez",1058,1,00000000000014365,602670.49,"NWB0MN5454"
3,000000000000386,"Sofia Morales",1062,2,00000000000010867,65121.38,"BWTWBW9654"
4,000000000027621,"Ana Martinez",1059,1,00000000000024972,844660.95,"HEYC4J3201"
1,000000000027104,"Ana Martinez",1060,2,00000000000021710,798960.95,"9SFX1U6905"
2,000000000008677,"Carlos Gonzalez",1058,1,00000000000020950,811425.34,"JLU6YX2388"
1,000000000008990,"Juan Perez",1059,2,00000000000015310,167030.67,"6E7HR76777"
4,000000000002655,"Maria Lopez",1058,2,00000000000024363,116062.17,"EGIGKM3700"
2,000000000001355,"Gabriela Ortiz",1062,2,00000000000010578,398506.34,"K6Q30P3181"
4,000000000022353,"Sofia Morales",1061,1,00000000000016521,68662.33,"GE6DPX1875"
5,000000000015004,"Gabriela Ortiz",1062,2,00000000000007314,412772.45,"SZONKS2337"
2,000000000026139,"Ana Martinez",1059,1,00000000000002273,727062.58,"P1VFNQ4010"
5,000000000000406,"Maria Lopez",1063,2,00000000000003879,96453.62,"BUVFN90349"
1,000000000028554,"Carlos Gonzalez",1058,2,00000000000025632,437751.61,"V8EGM42762"
2,000000000019050,"Luis Ramirez",1060,1,00000000000031528,863966.35,"KQVXR08225"
1,000000000001513,"Gabriela Ortiz",1059,2,00000000000027564,563874.03,"36S61O4566"
2,000000000008358,"Juan Perez",1058,2,00000000000013486,214239.46,"YADQHN0831"
2,000000000007025,"Juan Perez",1058,1,00000000000002280,516019.58,"WD4X915517"
1,000000000027476,"Juan Perez",1058,2,00000000000002300,700896.41,"T84N0E3873"
4,000000000017370,"Juan Perez",1059,2,00000000000030489,953675.54,"W9F2EM8211"
5,000000000027235,"Luis Ramirez",1059,1,00000000000023697,786563.65,"IAGBEL9986"
4,000000000016866,"Luis Ramirez",1063,1,00000000000029393,678810.22,"VYG0QX1248"
5,000000000005255,"Luis Ramirez",1059,2,00000000000000707,698486.99,"9ROBFJ1412"
2,000000000030367,"Sofia Morales",1059,2,00000000000002000,881638.27,"2MDCS52166"
5,000000000001696,"Maria Lopez",1058,1,00000000000028045,757862.98,"6Q7FQ13934"
2,000000000011966,"Juan Perez",1059,2,00000000000001169,85838.65,"LV3VI69317"
4,000000000032365,"Maria Lopez",1059,2,00000000000006153,162276.79,"PC5S6J6448"
3,000000000015608,"Pedro Herrera",1058,2,00000000000032342,813479.17,"EUAYS90415"
4,000000000020414,"Carlos Gonzalez",1059,2,00000000000022475,149344.63,"2VJFLY6615"
2,000000000013457,"Carlos Gonzalez",1061,1,00000000000007834,979034.22,"5OR1XI5332"
1,000000000023254,"Carlos Gonzalez",1058,1,00000000000008088,785600.48,"7HZVLU5662"
3,000000000004090,"Sofia Morales",1061,1,00000000000018055,121993.28,"MRCK7K8859"
4,000000000024167,"Ana Martinez",1059,2,00000000000026838,636422.00,"ZLTWM51652"
2,000000000001897,"Luis Ramirez",1058,1,00000000000006737,133068.27,"EYZRDO4006"
1,000000000015322,"Ana Martinez",1059,2,00000000000001149,528397.11,"5ACLQE2721"
2,000000000019073,"Gabriela Ortiz",1061,2,00000000000011193,673384.66,"LLQB4Z7994"
2,000000000007356,"Luis Ramirez",1058,1,00000000000028703,432891.10,"CSBJ1R6830"
2,000000000008104,"Pedro Herrera",1062,2,00000000000019834,477711.12,"607JJ43223"
5,000000000004368,"Carlos Gonzalez",1059,1,00000000000001875,297366.07,"8QVZDL9200"
1,000000000005903,"Ana Martinez",1063,2,00000000000023636,885002.81,"3KWKYE4607"
2,000000000024153,"Sofia Morales",1061,1,00000000000029863,247636.31,"AROG6H1634"
1,000000000005361,"Luis Ramirez",1058,1,00000000000006311,945148.78,"LX73NB0258"
1,000000000008800,"Gabriela Ortiz",1058,1,00000000000009345,575638.30,"UHNCFC9950"
5,000000000011221,"Gabriela Ortiz",1062,2,00000000000032420,826909.43,"1QOVI48034"
3,000000000002522,"Juan Perez",1063,2,00000000000010054,126001.37,"HE6WZC2797"
5,000000000015567,"Ana Martinez",1060,1,00000000000007647,339009.95,"F6RVRV6132"
3,000000000000658,"Luis Ramirez",1061,2,00000000000002324,521823.78,"72NYMK9957"
3,000000000003727,"Luis Ramirez",1058,2,00000000000003132,277421.17,"WJERWY1694"
1,000000000013157,"Maria Lopez",1060,1,00000000000010379,677443.33,"XBZMVX2487"
3,000000000018095,"Pedro Herrera",1059,2,00000000000013009,895965.83,"5FU6A37416"
2,000000000021474,"Gabriela Ortiz",1063,1,00000000000016272,159465.04,"TR206F5049"
1,000000000028337,"Gabriela Ortiz",1058,1,00000000000020931,465890.18,"4GU36F9785"
3,000000000011851,"Sofia Morales",1063,1,00000000000007497,86883.12,"KX40L82033"
5,000000000003711,"Ana Martinez",1059,2,00000000000018525,943946.01,"FQNNCG7051"
1,000000000027693,"Gabriela Ortiz",1059,1,00000000000032082,663631.48,"FIND826503"
3,000000000030871,"Ana Martinez",1063,2,00000000000025462,910752.67,"ELAMUQ6857"
2,000000000023990,"Ana Martinez",1062,1,00000000000018053,527149.11,"7WBYG67022"
3,000000000013478,"Ana Martinez",1058,2,00000000000028785,404174.06,"FVUJRI8022"
1,000000000007666,"Pedro Herrera",1063,1,00000000000020588,207235.69,"ZQZ7561638"
3,000000000025706,"Carlos Gonzalez",1063,2,00000000000025142,578765.41,"4R5QNE7467"
1,000000000003869,"Ana Martinez",1060,1,00000000000005714,226309.26,"HPE4SW0419"
1,000000000006698,"Pedro Herrera",1063,1,00000000000022459,770983.90,"WG280D1894"
5,000000000025017,"Juan Perez",1059,1,00000000000003276,551375.99,"JVN3YG8108"
5,000000000031426,"Pedro Herrera",1060,2,00000000000016368,398970.56,"B1ML544559"
2,000000000030687,"Ana Martinez",1062,1,00000000000028303,277438.75,"VHE56M1903"
3,000000000017578,"Pedro Herrera",1058,1,00000000000000411,67578.08,"UBG42P5557"
4,000000000011618,"Ana Martinez",1063,2,00000000000031665,169623.55,"OOPSDW8004"
4,000000000004516,"Sofia Morales",1060,2,00000000000031246,206303.55,"9K56IO1748"
4,000000000029553,"Juan Perez",1063,2,00000000000006829,52199.11,"S2937U0536"
4,000000000013246,"Sofia Morales",1063,2,00000000000016453,144433.55,"WWZXYZ7390"
4,000000000008544,"Ana Martinez",1059,2,00000000000010433,822490.64,"GYGUJK9244"
1,000000000000161,"Pedro Herrera",1061,2,00000000000015218,441509.57,"QVI8KT5529"
5,000000000009507,"Maria Lopez",1060,1,00000000000015611,319413.30,"IOBRX77691"
4,000000000022273,"Maria Lopez",1059,2,00000000000020921,260856.52,"C3NFUK9739"
1,000000000000239,"Luis Ramirez",1062,1,00000000000022103,133089.55,"P3215E5981"
5,000000000017571,"Ana Martinez",1063,1,00000000000017978,580286.00,"ST86351495"
2,000000000000334,"Pedro Herrera",1058,1,00000000000029635,14908.00,"5PTPSA4678"
3,000000000012217,"Carlos Gonzalez",1062,1,00000000000023533,619877.85,"7V51P65127"
4,000000000008662,"Pedro Herrera",1063,2,00000000000001968,497861.61,"OEH5RX1830"
5,000000000010773,"Ana Martinez",1061,1,00000000000015942,737601.42,"X1R1DK1572"
1,000000000000247,"Maria Lopez",1058,1,00000000000010355,409914.52,"CR7QQM5005"
5,000000000024000,"Sofia Morales",1062,1,00000000000018887,245424.33,"LO6I7Q2434"
5,000000000008781,"Ana Martinez",1059,2,00000000000001229,712303.33,"M88ZG76766"
3,000000000003540,"Carlos Gonzalez",1063,1,00000000000006985,144178.54,"Q7K4KD7380"
5,000000000011235,"Carlos Gonzalez",1063,2,00000000000015251,478489.89,"2Z7CEJ8655"
3,000000000014604,"Maria Lopez",1059,2,00000000000024609,976610.48,"5Z1ANI5778"
4,000000000015264,"Sofia Morales",1063,2,00000000000020706,171850.59,"6MEQ0D5896"
2,000000000005643,"Gabriela Ortiz",1058,1,00000000000008818,655777.53,"0ABRM61783"
3,000000000028126,"Sofia Morales",1058,2,00000000000012197,560526.40,"ULVY2L1532"
1,000000000016004,"Ana Martinez",1061,1,00000000000001247,163451.33,"EWZBZD1488"
5,000000000016818,"Gabriela Ortiz",1059,1,00000000000028750,193848.46,"PWV4JW5713"
3,000000000017348,"Maria Lopez",1058,2,00000000000026269,349498.23,"CH88TH7330"
4,000000000028621,"Gabriela Ortiz",1059,2,00000000000018912,918182.33,"ES2H506492"
4,000000000028000,"Maria Lopez",1058,1,00000000000030798,853253.89,"XGR1214534"
4,000000000031168,"Sofia Morales",1062,1,00000000000002255,667689.01,"5O1VRC4970"
1,000000000011472,"Luis Ramirez",1058,2,00000000000018605,570921.62,"BF2X5L4043"
3,000000000008593,"Pedro Herrera",1060,2,00000000000002852,311315.82,"CXQ1Y12675"
1,000000000009754,"Sofia Morales",1061,2,00000000000002046,241233.21,"JFE9VB2417"
3,000000000031294,"Maria Lopez",1059,2,00000000000011034,302554.50,"BKNT3Z3789"
1,000000000031757,"Carlos Gonzalez",1060,1,00000000000025325,315635.59,"A8YTFL7970"
1,000000000026968,"Pedro Herrera",1059,1,00000000000013324,350701.80,"7WFMO49927"
2,000000000021291,"Luis Ramirez",1058,1,00000000000017656,444970.99,"7QF60G8488"
5,000000000015502,"Ana Martinez",1063,1,00000000000001049,645267.78,"QI4Z3R8659"
4,000000000008350,"Gabriela Ortiz",1063,1,00000000000008266,251684.18,"BG4LVC6405"
2,000000000024382,"Gabriela Ortiz",1063,1,00000000000013852,467141.94,"XF5AS73295"
3,000000000011664,"Luis Ramirez",1061,2,00000000000027569,45433.53,"VZHZH93059"
4,000000000008582,"Maria Lopez",1063,2,00000000000015522,277551.50,"G9WPPL3501"
3,000000000029280,"Carlos Gonzalez",1062,1,00000000000027969,879578.90,"NBP3Y48968"
2,000000000015096,"Sofia Morales",1060,2,00000000000021002,768233.76,"CYQH8S1476"
2,000000000010466,"Maria Lopez",1062,1,00000000000019058,423291.23,"9YX6EI1801"
2,000000000014413,"Sofia Morales",1058,2,00000000000002985,503630.48,"0WAVSK0872"
5,000000000010923,"Juan Perez",1059,1,00000000000001866,921399.08,"BW4ANF1502"
1,000000000024833,"Ana Martinez",1061,1,00000000000026100,219345.05,"MO64N10962"
3,000000000012295,"Luis Ramirez",1061,1,00000000000015185,392848.00,"YBNUWO0565"
4,000000000026836,"Carlos Gonzalez",1058,2,00000000000021597,919399.17,"SGAL0U1931"
2,000000000004703,"Luis Ramirez",1062,2,00000000000008951,247826.99,"1QS52D5035"
4,000000000016468,"Gabriela Ortiz",1061,1,00000000000017345,265143.40,"06CQBC2052"
5,000000000015571,"Pedro Herrera",1059,2,00000000000017164,491581.40,"B4TES71883"
1,000000000001827,"Gabriela Ortiz",1058,1,00000000000003872,246501.20,"MU8G0G7043"
5,000000000016182,"Juan Perez",1059,2,00000000000015810,79231.55,"GCQNNX2277"
4,000000000020998,"Pedro Herrera",1062,2,00000000000004462,304111.49,"T4RRW08320"
2,000000000021213,"Pedro Herrera",1063,2,00000000000024462,592039.04,"BLHB670075"
1,000000000017978,"Luis Ramirez",1058,1,00000000000018429,590517.12,"78F42F4064"
5,000000000013405,"Gabriela Ortiz",1062,1,00000000000005771,314472.15,"ZGF6KI2119"
2,000000000005096,"Gabriela Ortiz",1061,2,00000000000031591,255157.70,"7JF0Q00399"
3,000000000000017,"Carlos Gonzalez",1059,1,00000000000023506,27085.98,"33BZW99081"
2,000000000015576,"Pedro Herrera",1058,2,00000000000025228,798979.01,"7AA4859126"
2,000000000028754,"Gabriela Ortiz",1060,2,00000000000024072,51216.99,"2U2ZYG8912"
1,000000000020733,"Ana Martinez",1059,2,00000000000005842,378800.14,"HPN37U9912"
2,000000000019619,"Carlos Gonzalez",1061,1,00000000000022859,317170.90,"6LUK7L5518"
4,000000000004507,"Maria Lopez",1060,1,00000000000021798,248133.66,"L8HNEI3983"
2,000000000019273,"Carlos Gonzalez",1063,1,00000000000019643,670012.59,"61EH7O4771"
3,000000000021885,"Pedro Herrera",1063,2,00000000000022787,85649.94,"RR0OG60403"
5,000000000030906,"Luis Ramirez",1059,1,00000000000001178,861552.20,"NMIMY18410"
5,000000000026431,"Gabriela Ortiz",1063,1,00000000000032646,429973.53,"11ZREQ1912"
1,000000000026782,"Luis Ramirez",1060,2,00000000000028094,800536.12,"Q0A3VX9929"
3,000000000014476,"Juan Perez",1061,1,00000000000011204,464872.52,"IBJID22974"
3,000000000025505,"Juan Perez",1060,1,00000000000020433,887549.56,"PGVD7N6984"
5,000000000010311,"Luis Ramirez",1062,2,00000000000007267,738955.84,"GHYU4N2308"
4,000000000003605,"Ana Martinez",1063,1,00000000000017275,147312.33,"2I1Q8I3958"
3,000000000005917,"Gabriela Ortiz",1063,2,00000000000020890,192302.51,"4XE65K9662"
1,000000000030412,"Juan Perez",1061,1,00000000000023211,841464.15,"LXCBRH5333"
2,000000000006573,"Juan Perez",1062,1,00000000000016279,475172.44,"HWHO5W6748"
1,000000000000732,"Juan Perez",1061,2,00000000000030002,113737.66,"JOT2XI7262"
1,000000000015745,"Carlos Gonzalez",1060,2,00000000000020139,978647.32,"OW5E046795"
2,000000000021505,"Luis Ramirez",1061,2,00000000000018647,622288.70,"OHQUBS7496"
3,000000000008022,"Carlos Gonzalez",1063,2,00000000000027756,218530.80,"235UK53194"
2,000000000012298,"Juan Perez",1060,2,00000000000003210,834800.20,"BACZR12110"
4,000000000018402,"Carlos Gonzalez",1058,1,00000000000029950,135261.57,"VPJH019297"
4,000000000023084,"Sofia Morales",1060,2,00000000000007666,359627.00,"BXK2YQ5130"
2,000000000003283,"Sofia Morales",1063,1,00000000000017819,742316.00,"4LUGVV8072"
1,000000000011543,"Juan Perez",1059,1,00000000000006928,218908.00,"VJ71ZO6085"
2,000000000031606,"Luis Ramirez",1059,1,00000000000018258,835894.93,"EBJBI41373"
1,000000000027731,"Juan Perez",1058,2,00000000000010347,822148.98,"ELOA4K2133"
4,000000000010690,"Ana Martinez",1062,1,00000000000025886,407880.43,"78UMF00621"
5,000000000029190,"Gabriela Ortiz",1059,1,00000000000026666,219655.79,"75IH271106"
2,000000000021249,"Maria Lopez",1062,1,00000000000002772,264704.60,"QLMSWZ7399"
2,000000000008433,"Juan Perez",1062,1,00000000000024347,470307.90,"OMSEDM2120"
2,000000000000345,"Luis Ramirez",1059,2,00000000000013099,268740.32,"YVY5B86252"
1,000000000020674,"Gabriela Ortiz",1062,2,00000000000028741,471007.21,"VRSDK64186"
4,000000000019676,"Pedro Herrera",1061,1,00000000000015998,895729.41,"0FW43X5072"
1,000000000024400,"Ana Martinez",1063,1,00000000000020578,199903.79,"0BFWYP8486"
2,000000000019797,"Sofia Morales",1062,1,00000000000028280,368984.06,"1X9MDX0732"
2,000000000022582,"Gabriela Ortiz",1062,2,00000000000025552,807382.61,"OLQVHC2385"
5,000000000005762,"Ana Martinez",1059,1,00000000000032379,563342.02,"9SNDSC0041"
2,000000000027064,"Gabriela Ortiz",1063,1,00000000000031316,791526.35,"T03OQS1664"
4,000000000011374,"Sofia Morales",1060,2,00000000000013407,389597.83,"TM6HL34215"
4,000000000019102,"Gabriela Ortiz",1060,2,00000000000027368,481797.81,"B40HII7632"
3,000000000016088,"Juan Perez",1060,2,00000000000030652,185534.73,"GWHRZT3847"
2,000000000012730,"Sofia Morales",1062,2,00000000000002304,356846.43,"TYURBU8237"
4,000000000021656,"Juan Perez",1058,1,00000000000021933,322577.77,"4R1JSM9237"
3,000000000016459,"Carlos Gonzalez",1061,2,00000000000018972,259427.05,"D18SL46938"
4,000000000025300,"Ana Martinez",1060,2,00000000000010477,556263.67,"43Y2F34032"
1,000000000003903,"Carlos Gonzalez",1063,1,00000000000007555,41275.23,"HPC0N49898"
4,000000000023266,"Pedro Herrera",1062,1,00000000000007919,287969.34,"NX2ULL3615"
1,000000000024996,"Luis Ramirez",1062,2,00000000000000960,128893.25,"7WZYPS6398"
5,000000000025933,"Juan Perez",1059,2,00000000000018061,444855.54,"FS2X0H7870"
3,000000000018396,"Sofia Morales",1063,2,00000000000004328,377996.66,"0813WY4717"
5,000000000010197,"Pedro Herrera",1060,2,00000000000023561,30573.67,"MB1EZF7170"
5,000000000020949,"Luis Ramirez",1060,1,00000000000002807,784969.91,"JWAWQS8049"
3,000000000021199,"Gabriela Ortiz",1061,1,00000000000030205,431837.85,"372SRS2904"
2,000000000026252,"Ana Martinez",1058,2,00000000000026382,330304.20,"67AGSG1686"
1,000000000032224,"Carlos Gonzalez",1058,2,00000000000018694,502739.38,"Y1FEZ12403"
5,000000000012734,"Juan Perez",1060,1,00000000000011559,648439.84,"LJZMX81989"
1,000000000012603,"Luis Ramirez",1060,2,00000000000010911,861167.74,"GR08IJ2996"
4,000000000023115,"Juan Perez",1058,1,00000000000022944,953795.48,"R6EWI03836"
4,000000000026509,"Ana Martinez",1061,1,00000000000018598,689478.95,"EBG71M0102"
1,000000000008850,"Luis Ramirez",1058,2,00000000000001259,377394.69,"Q2FIYP3505"
5,000000000020750,"Juan Perez",1061,2,00000000000029235,715712.77,"4OKTD72374"
4,000000000012161,"Juan Perez",1058,2,00000000000009089,630083.52,"YPG49J2542"
4,000000000002363,"Ana Martinez",1061,1,00000000000021092,727265.90,"UQWQOB0708"
5,000000000020009,"Carlos Gonzalez",1063,2,00000000000024298,487364.31,"EBWAEU8506"
4,000000000019649,"Pedro Herrera",1060,1,00000000000018998,341048.60,"NBQB254362"
1,000000000028268,"Sofia Morales",1059,1,00000000000018692,664486.81,"GNB3SD0457"
5,000000000019233,"Sofia Morales",1061,1,00000000000005518,125222.21,"731LDC1539"
3,000000000003900,"Gabriela Ortiz",1059,2,00000000000012399,84610.56,"WF4G7E1261"
1,000000000011808,"Pedro Herrera",1063,1,00000000000015319,343877.82,"FTN2RS2854"
5,000000000004637,"Luis Ramirez",1060,1,00000000000020881,124291.89,"9DQ02S8642"
2,000000000011307,"Luis Ramirez",1061,1,00000000000027797,539535.08,"QRONQ80953"
5,000000000029049,"Maria Lopez",1062,2,00000000000004332,281534.11,"8C5G5D0642"
4,000000000003706,"Gabriela Ortiz",1058,2,00000000000020533,311260.72,"A4G3JT2342"
5,000000000005021,"Sofia Morales",1058,2,00000000000022118,777625.84,"WA6OO86307"
3,000000000024973,"Luis Ramirez",1061,1,00000000000016670,587735.48,"Y37BIH0799"
1,000000000003132,"Ana Martinez",1063,1,00000000000015200,981135.05,"U9CN9L8084"
5,000000000025090,"Luis Ramirez",1061,2,00000000000027569,139760.12,"XLOKS85788"
2,000000000016486,"Sofia Morales",1062,2,00000000000023651,186425.60,"WFNII36373"
2,000000000005284,"Luis Ramirez",1059,2,00000000000004125,875054.72,"OE2NP67391"
2,000000000009855,"Luis Ramirez",1058,1,00000000000013065,549373.46,"4EVO221923"
5,000000000031562,"Sofia Morales",1062,1,00000000000021838,883244.73,"PLQLSH9302"
1,000000000029893,"Gabriela Ortiz",1061,2,00000000000000133,99770.38,"P1L2CI4516"
3,000000000022244,"Gabriela Ortiz",1062,1,00000000000010398,256334.65,"6WXKI04330"
5,000000000012120,"Maria Lopez",1058,1,00000000000028333,439961.96,"HHAIYH9375"
2,000000000005160,"Carlos Gonzalez",1062,2,00000000000001895,919665.29,"8A33H75194"
4,000000000011495,"Maria Lopez",1060,2,00000000000019874,239625.28,"CWZU8W4076"
2,000000000017165,"Sofia Morales",1063,1,00000000000006186,746048.09,"81PO3M3852"
5,000000000032304,"Sofia Morales",1063,1,00000000000009543,762502.29,"2MLP366573"
3,000000000016972,"Pedro Herrera",1061,1,00000000000023020,643597.22,"XXK0NS0754"
